loan_id,payment_month,payment_amount
L1003,2025-07-01,699.6499999999996
L1003,2025-08-01,699.6499999999996
L1003,2025-09-01,699.6499999999996
L1003,2025-10-01,699.6499999999996
L1003,2025-11-01,699.6499999999996
L1003,2025-12-01,699.6499999999996
L1003,2026-01-01,699.6499999999996
L1003,2026-02-01,699.6499999999996
L1003,2026-03-01,699.6499999999996
L1003,2026-04-01,699.6499999999996
L1003,2026-05-01,699.6499999999996
L1003,2026-06-01,699.6499999999996
L1003,2026-07-01,699.6499999999996
L1003,2026-08-01,699.6499999999996
L1003,2026-09-01,699.6500000000001
L1003,2026-10-01,699.6500000000001
L1003,2026-11-01,699.6500000000001
L1003,2026-12-01,699.6500000000001
L1003,2027-01-01,699.65
L1003,2027-02-01,699.65
L1003,2027-03-01,699.65
L1004,2024-03-01,861.3100000000013
L1004,2024-04-01,861.3100000000013
L1004,2024-05-01,861.3100000000013
L1004,2024-06-01,861.3100000000013
L1004,2024-07-01,861.3100000000013
L1004,2024-08-01,861.3100000000013
L1004,2024-09-01,861.3100000000013
L1004,2024-10-01,861.3100000000013
L1004,2024-11-01,861.3100000000013
L1004,2024-12-01,861.3100000000013
L1004,2025-01-01,861.3099999999995
L1004,2025-02-01,861.3099999999995
L1004,2025-03-01,861.3099999999995
L1004,2025-04-01,861.3099999999995
L1004,2025-05-01,861.3099999999995
L1004,2025-06-01,861.3099999999995
L1004,2025-07-01,861.3099999999995
L1004,2025-08-01,861.3099999999995
L1004,2025-09-01,861.3099999999995
L1004,2025-10-01,861.3099999999995
L1004,2025-11-01,861.3099999999995
L1004,2025-12-01,861.3099999999995
L1004,2026-01-01,861.3099999999995
L1004,2026-02-01,861.3099999999995
L1004,2026-03-01,861.3099999999995
L1004,2026-04-01,861.31
L1004,2026-05-01,861.31
L1004,2026-06-01,861.31
L1004,2026-07-01,861.31
L1004,2026-08-01,861.31
L1005,2024-09-01,248.85000000000036
L1005,2024-10-01,248.85000000000036
L1005,2024-11-01,248.85000000000036
L1005,2024-12-01,248.85000000000036
L1005,2025-01-01,248.85000000000036
L1005,2025-02-01,248.85000000000036
L1005,2025-03-01,248.85000000000036
L1005,2025-04-01,248.85000000000036
L1005,2025-05-01,248.85000000000036
L1005,2025-06-01,248.85000000000036
L1005,2025-07-01,248.85000000000036
L1005,2025-08-01,248.85000000000036
L1005,2025-09-01,248.85000000000036
L1005,2025-10-01,248.85000000000036
L1005,2025-11-01,248.8499999999999
L1005,2025-12-01,248.8499999999999
L1005,2026-01-01,248.8499999999999
L1005,2026-02-01,248.8499999999999
L1005,2026-03-01,248.8499999999999
L1005,2026-04-01,248.8499999999999
L1005,2026-05-01,248.8499999999999
L1005,2026-06-01,248.8499999999999
L1005,2026-07-01,248.8499999999999
L1005,2026-08-01,248.8499999999999
L1005,2026-09-01,248.8499999999999
L1005,2026-10-01,248.8499999999999
L1005,2026-11-01,248.8499999999999
L1005,2026-12-01,248.85000000000002
L1005,2027-01-01,248.85000000000002
L1005,2027-02-01,248.85000000000002
L1005,2027-03-01,248.85
L1005,2027-04-01,248.85
L1006,2023-05-01,762.0999999999985
L1006,2023-06-01,762.0999999999985
L1006,2023-07-01,762.0999999999985
L1006,2023-08-01,762.0999999999985
L1006,2023-09-01,762.0999999999985
L1006,2023-10-01,762.0999999999985
L1006,2023-11-01,762.0999999999985
L1006,2023-12-01,762.0999999999985
L1006,2024-01-01,762.0999999999985
L1006,2024-02-01,762.1000000000004
L1006,2024-03-01,762.1000000000004
L1006,2024-04-01,762.1000000000004
L1006,2024-05-01,762.1000000000004
L1006,2024-06-01,762.1000000000004
L1006,2024-07-01,762.1000000000004
L1006,2024-08-01,762.1000000000004
L1006,2024-09-01,762.1000000000004
L1006,2024-10-01,762.1000000000004
L1006,2024-11-01,762.1000000000004
L1006,2024-12-01,762.1000000000004
L1006,2025-01-01,762.1000000000004
L1006,2025-02-01,762.1000000000004
L1006,2025-03-01,762.1000000000004
L1006,2025-04-01,762.1000000000004
L1006,2025-05-01,762.1000000000004
L1006,2025-06-01,762.0999999999999
L1006,2025-07-01,762.0999999999999
L1006,2025-08-01,762.0999999999999
L1006,2025-09-01,762.0999999999999
L1006,2025-10-01,762.1
L1006,2025-11-01,762.1
L1006,2025-12-01,762.1
L1007,2024-03-01,1261.9900000000016
L1007,2024-04-01,1261.9900000000016
L1007,2024-05-01,1261.9900000000016
L1007,2024-08-01,1261.9900000000016
L1007,2024-09-01,1261.9900000000016
L1007,2024-10-01,1261.9900000000016
L1007,2024-11-01,1261.9900000000016
L1007,2024-12-01,1261.9900000000016
L1007,2025-01-01,1261.9900000000016
L1007,2025-02-01,1261.9900000000016
L1007,2025-03-01,1261.9900000000016
L1007,2025-04-01,1261.9900000000016
L1007,2025-05-01,1261.9899999999998
L1007,2025-06-01,1261.9899999999998
L1007,2025-07-01,1261.9899999999998
L1007,2025-08-01,1261.9899999999998
L1007,2025-09-01,1261.9899999999998
L1007,2025-10-01,1261.9899999999998
L1007,2025-11-01,1261.9899999999998
L1007,2025-12-01,1261.9899999999998
L1007,2026-01-01,1261.9899999999998
L1007,2026-02-01,1261.9899999999998
L1007,2026-03-01,1261.9899999999998
L1007,2026-04-01,1261.99
L1007,2026-05-01,1261.99
L1007,2026-06-01,1261.99
L1008,2024-09-01,248.5699999999997
L1008,2024-10-01,248.5699999999997
L1008,2024-11-01,248.5699999999997
L1008,2024-12-01,248.5699999999997
L1008,2025-01-01,248.5699999999997
L1008,2025-02-01,248.5699999999997
L1008,2025-03-01,248.5699999999997
L1008,2025-04-01,248.5699999999997
L1008,2025-05-01,248.57000000000016
L1008,2025-06-01,248.57000000000016
L1008,2025-07-01,248.57000000000016
L1008,2025-08-01,248.57000000000016
L1008,2025-09-01,248.57000000000016
L1008,2025-10-01,248.57000000000016
L1008,2025-11-01,248.57000000000016
L1008,2025-12-01,248.57000000000016
L1008,2026-01-01,248.56999999999994
L1008,2026-02-01,248.56999999999994
L1008,2026-03-01,248.56999999999994
L1008,2026-04-01,248.56999999999994
L1008,2026-05-01,248.56999999999994
L1008,2026-06-01,248.56999999999994
L1008,2026-07-01,248.56999999999994
L1008,2026-08-01,248.57
L1008,2026-09-01,248.57
L1008,2026-10-01,248.57
L1009,2024-06-01,1249.0900000000001
L1009,2024-07-01,1249.0900000000001
L1009,2024-08-01,1249.0900000000001
L1009,2024-09-01,1249.0900000000001
L1009,2024-10-01,1249.0900000000001
L1009,2024-11-01,1249.0900000000001
L1009,2024-12-01,1249.0900000000001
L1009,2025-01-01,1249.0900000000001
L1009,2025-02-01,1249.0900000000001
L1009,2025-03-01,1249.0900000000001
L1009,2025-04-01,1249.0900000000001
L1009,2025-05-01,1249.0900000000001
L1009,2025-06-01,1249.0900000000001
L1009,2025-07-01,1249.0900000000001
L1009,2025-08-01,1249.0900000000001
L1009,2025-09-01,1249.0900000000001
L1009,2025-10-01,1249.0900000000001
L1009,2025-11-01,1249.0900000000001
L1009,2025-12-01,1249.0900000000001
L1009,2026-01-01,1249.0900000000001
L1009,2026-02-01,1249.09
L1009,2026-03-01,1249.09
L1009,2026-04-01,1249.09
L1010,2023-05-01,419.9300000000003
L1010,2023-06-01,419.9300000000003
L1010,2023-07-01,419.9300000000003
L1010,2023-08-01,419.9300000000003
L1010,2023-09-01,419.9300000000003
L1010,2023-10-01,419.9300000000003
L1010,2023-11-01,419.9300000000003
L1010,2023-12-01,419.9300000000003
L1010,2024-01-01,419.9300000000003
L1010,2024-02-01,419.9300000000003
L1010,2024-03-01,419.9300000000003
L1010,2024-04-01,419.9300000000003
L1010,2024-05-01,419.9300000000003
L1010,2024-06-01,419.9300000000003
L1010,2024-07-01,419.9300000000003
L1010,2024-08-01,419.9300000000003
L1010,2024-09-01,419.9300000000003
L1010,2024-10-01,419.9300000000003
L1010,2024-11-01,419.9300000000003
L1010,2024-12-01,419.9300000000003
L1010,2025-01-01,419.9300000000003
L1010,2025-02-01,419.92999999999984
L1010,2025-03-01,419.92999999999984
L1010,2025-04-01,419.92999999999984
L1010,2025-05-01,419.92999999999984
L1010,2025-06-01,419.92999999999984
L1010,2025-07-01,419.93000000000006
L1010,2025-08-01,419.93000000000006
L1010,2025-09-01,419.93000000000006
L1010,2025-10-01,419.93
L1010,2025-11-01,419.93
L1010,2025-12-01,419.93
L1011,2024-04-01,311.0599999999995
L1011,2024-05-01,311.0599999999995
L1011,2024-06-01,311.0599999999995
L1011,2024-07-01,311.0599999999995
L1011,2024-08-01,311.0600000000004
L1011,2024-09-01,311.0600000000004
L1011,2024-10-01,311.0600000000004
L1011,2024-11-01,311.0600000000004
L1011,2024-12-01,311.0600000000004
L1011,2025-01-01,311.0600000000004
L1011,2025-02-01,311.0600000000004
L1011,2025-03-01,311.0600000000004
L1011,2025-04-01,311.0600000000004
L1011,2025-05-01,311.0600000000004
L1011,2025-06-01,311.0600000000004
L1011,2025-07-01,311.0600000000004
L1011,2025-08-01,311.0600000000004
L1011,2025-09-01,311.05999999999995
L1011,2025-10-01,311.05999999999995
L1011,2025-11-01,311.05999999999995
L1011,2025-12-01,311.05999999999995
L1011,2026-01-01,311.05999999999995
L1011,2026-02-01,311.05999999999995
L1011,2026-03-01,311.05999999999995
L1011,2026-04-01,311.05999999999995
L1011,2026-05-01,311.05999999999995
L1011,2026-06-01,311.05999999999995
L1011,2026-07-01,311.05999999999995
L1011,2026-08-01,311.05999999999995
L1011,2026-09-01,311.06
L1011,2026-10-01,311.06
L1011,2026-11-01,311.06
L1012,2024-05-01,141.38999999999987
L1012,2024-06-01,141.38999999999987
L1012,2024-07-01,141.38999999999987
L1012,2024-08-01,141.38999999999987
L1012,2024-09-01,141.38999999999987
L1012,2024-10-01,141.38999999999987
L1012,2024-11-01,141.38999999999987
L1012,2024-12-01,141.38999999999987
L1012,2025-01-01,141.38999999999987
L1012,2025-02-01,141.38999999999987
L1012,2025-03-01,141.38999999999987
L1012,2025-04-01,141.38999999999987
L1012,2025-05-01,141.38999999999987
L1012,2025-06-01,141.38999999999987
L1012,2025-07-01,141.38999999999987
L1012,2025-08-01,141.38999999999987
L1012,2025-09-01,141.39
L1012,2025-10-01,141.39
L1012,2025-11-01,141.39
L1012,2025-12-01,141.39
L1012,2026-01-01,141.39
L1012,2026-02-01,141.39
L1012,2026-03-01,141.39
L1012,2026-04-01,141.39
L1013,2023-08-01,419.9300000000003
L1013,2023-09-01,419.9300000000003
L1013,2023-10-01,419.9300000000003
L1013,2023-11-01,419.9300000000003
L1013,2023-12-01,419.9300000000003
L1013,2024-01-01,419.9300000000003
L1013,2024-02-01,419.9300000000003
L1013,2024-03-01,419.9300000000003
L1013,2024-04-01,419.9300000000003
L1013,2024-05-01,419.9300000000003
L1013,2024-06-01,419.9300000000003
L1013,2024-07-01,419.9300000000003
L1013,2024-08-01,419.9300000000003
L1013,2024-09-01,419.9300000000003
L1013,2024-10-01,419.9300000000003
L1013,2024-11-01,419.9300000000003
L1013,2024-12-01,419.9300000000003
L1013,2025-01-01,419.9300000000003
L1013,2025-02-01,419.9300000000003
L1013,2025-03-01,419.9300000000003
L1013,2025-04-01,419.9300000000003
L1013,2025-05-01,419.92999999999984
L1013,2025-06-01,419.92999999999984
L1013,2025-07-01,419.92999999999984
L1013,2025-08-01,419.92999999999984
L1013,2025-09-01,419.92999999999984
L1013,2025-10-01,419.93000000000006
L1013,2025-11-01,419.93000000000006
L1013,2025-12-01,419.93000000000006
L1013,2026-01-01,419.93
L1013,2026-02-01,419.93
L1013,2026-03-01,419.93
L1014,2024-02-01,81.26000000000022
L1014,2024-03-01,81.26000000000022
L1014,2024-04-01,81.26000000000022
L1014,2024-05-01,81.26000000000022
L1014,2024-06-01,81.25999999999999
L1014,2024-07-01,81.25999999999999
L1014,2024-08-01,81.25999999999999
L1014,2024-09-01,81.25999999999999
L1014,2024-10-01,81.25999999999999
L1014,2024-11-01,81.25999999999999
L1014,2024-12-01,81.25999999999999
L1014,2025-01-01,81.25999999999999
L1014,2025-02-01,81.25999999999999
L1014,2025-03-01,81.25999999999999
L1014,2025-04-01,81.25999999999999
L1014,2025-05-01,81.25999999999999
L1014,2025-06-01,81.25999999999999
L1014,2025-07-01,81.25999999999999
L1014,2025-08-01,81.25999999999999
L1014,2025-09-01,81.25999999999999
L1014,2025-10-01,81.25999999999999
L1014,2025-11-01,81.25999999999999
L1014,2025-12-01,81.25999999999999
L1014,2026-01-01,81.25999999999999
L1014,2026-02-01,81.25999999999999
L1014,2026-03-01,81.25999999999999
L1014,2026-04-01,81.25999999999999
L1014,2026-05-01,81.25999999999999
L1014,2026-06-01,81.26
L1014,2026-07-01,81.26
L1015,2023-10-01,1300.0999999999985
L1015,2023-11-01,1300.0999999999985
L1015,2023-12-01,1300.0999999999985
L1015,2024-01-01,1300.0999999999985
L1015,2024-02-01,1300.0999999999985
L1015,2024-03-01,1300.0999999999985
L1015,2024-04-01,1300.0999999999985
L1015,2024-05-01,1300.0999999999985
L1015,2024-06-01,1300.0999999999985
L1015,2024-07-01,1300.0999999999985
L1015,2024-08-01,1300.0999999999985
L1015,2024-09-01,1300.0999999999985
L1015,2024-10-01,1300.0999999999985
L1015,2024-11-01,1300.0999999999985
L1015,2024-12-01,1300.0999999999985
L1015,2025-01-01,1300.0999999999985
L1015,2025-02-01,1300.0999999999985
L1015,2025-03-01,1300.1000000000004
L1015,2025-04-01,1300.1000000000004
L1015,2025-05-01,1300.1000000000004
L1015,2025-06-01,1300.1000000000004
L1015,2025-07-01,1300.1000000000004
L1015,2025-08-01,1300.1000000000004
L1015,2025-09-01,1300.1000000000004
L1015,2025-10-01,1300.1000000000004
L1015,2025-11-01,1300.1000000000004
L1015,2025-12-01,1300.1
L1015,2026-01-01,1300.1
L1015,2026-02-01,1300.1
L1015,2026-03-01,1300.1
L1016,2024-03-01,536.2900000000009
L1016,2024-04-01,536.2900000000009
L1016,2024-05-01,536.2900000000009
L1016,2024-06-01,536.2900000000009
L1016,2024-07-01,536.2900000000009
L1016,2024-08-01,536.2900000000009
L1016,2024-09-01,536.2900000000009
L1016,2024-10-01,536.2900000000009
L1016,2024-11-01,536.2900000000009
L1016,2024-12-01,536.2900000000009
L1016,2025-01-01,536.2900000000009
L1016,2025-02-01,536.2900000000009
L1016,2025-03-01,536.2900000000009
L1016,2025-04-01,536.2900000000009
L1016,2025-05-01,536.29
L1016,2025-06-01,536.29
L1016,2025-07-01,536.29
L1016,2025-08-01,536.29
L1016,2025-09-01,536.29
L1016,2025-10-01,536.29
L1016,2025-11-01,536.29
L1016,2025-12-01,536.29
L1016,2026-01-01,536.29
L1016,2026-02-01,536.29
L1016,2026-03-01,536.29
L1016,2026-04-01,536.29
L1016,2026-05-01,536.29
L1016,2026-06-01,536.29
L1016,2026-07-01,536.29
L1016,2026-08-01,536.29
L1017,2023-04-01,1072.5800000000017
L1017,2023-05-01,1072.5800000000017
L1017,2023-06-01,1072.5800000000017
L1017,2023-07-01,1072.5800000000017
L1017,2023-08-01,1072.5800000000017
L1017,2023-09-01,1072.5800000000017
L1017,2023-10-01,1072.5800000000017
L1017,2023-11-01,1072.5800000000017
L1017,2024-02-01,1072.5800000000017
L1017,2024-03-01,1072.5800000000017
L1017,2024-04-01,1072.5800000000017
L1017,2024-05-01,1072.5800000000017
L1017,2024-06-01,1072.5800000000017
L1017,2024-07-01,1072.5800000000017
L1017,2024-08-01,1072.58
L1017,2024-09-01,1072.58
L1017,2024-10-01,1072.58
L1017,2024-11-01,1072.58
L1017,2024-12-01,1072.58
L1017,2025-01-01,1072.58
L1017,2025-02-01,1072.58
L1017,2025-03-01,1072.58
L1017,2025-04-01,1072.58
L1017,2025-05-01,1072.58
L1017,2025-06-01,1072.58
L1017,2025-07-01,1072.58
L1017,2025-08-01,1072.58
L1017,2025-09-01,1072.58
L1017,2025-10-01,1072.58
L1017,2025-11-01,1072.58
L1018,2025-04-01,824.3100000000013
L1018,2025-05-01,824.3100000000013
L1018,2025-06-01,824.3100000000013
L1018,2025-07-01,824.3100000000013
L1018,2025-08-01,824.3100000000013
L1018,2025-09-01,824.3100000000013
L1018,2025-10-01,824.3100000000013
L1018,2025-11-01,824.3100000000013
L1018,2025-12-01,824.3100000000013
L1018,2026-01-01,824.3100000000013
L1018,2026-02-01,824.3100000000013
L1018,2026-03-01,824.3099999999995
L1018,2026-04-01,824.3099999999995
L1018,2026-05-01,824.3099999999995
L1018,2026-06-01,824.3099999999995
L1018,2026-07-01,824.3099999999995
L1018,2026-08-01,824.3099999999995
L1018,2026-09-01,824.3099999999995
L1018,2026-10-01,824.3099999999995
L1018,2026-11-01,824.3099999999995
L1018,2026-12-01,824.3099999999995
L1018,2027-01-01,824.3099999999995
L1018,2027-02-01,824.3099999999995
L1018,2027-03-01,824.3099999999995
L1019,2023-05-01,162.51000000000022
L1019,2023-06-01,162.51000000000022
L1019,2023-07-01,162.51000000000022
L1019,2023-08-01,162.51000000000022
L1019,2023-09-01,162.51000000000022
L1019,2023-10-01,162.51000000000022
L1019,2023-11-01,162.51000000000022
L1019,2023-12-01,162.51000000000022
L1019,2024-01-01,162.51000000000022
L1019,2024-02-01,162.51000000000022
L1019,2024-03-01,162.51000000000022
L1019,2024-04-01,162.51000000000022
L1019,2024-05-01,162.51000000000022
L1019,2024-06-01,162.51000000000022
L1019,2024-07-01,162.51000000000022
L1019,2024-08-01,162.51000000000022
L1019,2024-09-01,162.51000000000022
L1019,2024-10-01,162.51
L1019,2024-11-01,162.51
L1019,2024-12-01,162.51
L1019,2025-01-01,162.51
L1019,2025-02-01,162.51
L1019,2025-03-01,162.51
L1019,2025-04-01,162.51
L1019,2025-05-01,162.51
L1019,2025-06-01,162.51
L1019,2025-07-01,162.51
L1019,2025-08-01,162.51
L1019,2025-09-01,162.51
L1019,2025-10-01,162.51
L1020,2024-07-01,1186.3399999999965
L1020,2024-08-01,1186.3399999999965
L1020,2024-09-01,1186.3400000000001
L1020,2024-10-01,1186.3400000000001
L1020,2024-11-01,1186.3400000000001
L1020,2024-12-01,1186.3400000000001
L1020,2025-01-01,1186.3400000000001
L1020,2025-02-01,1186.3400000000001
L1020,2025-03-01,1186.3400000000001
L1020,2025-04-01,1186.3400000000001
L1020,2025-05-01,1186.3400000000001
L1020,2025-06-01,1186.3400000000001
L1020,2025-07-01,1186.3400000000001
L1020,2025-08-01,1186.3400000000001
L1020,2025-09-01,1186.3400000000001
L1020,2025-10-01,1186.3400000000001
L1020,2025-11-01,1186.3400000000001
L1020,2025-12-01,1186.3400000000001
L1020,2026-01-01,1186.3400000000001
L1020,2026-02-01,1186.3400000000001
L1020,2026-03-01,1186.3400000000001
L1020,2026-04-01,1186.3400000000001
L1020,2026-05-01,1186.3400000000001
L1020,2026-06-01,1186.3400000000001
L1020,2026-07-01,1186.3400000000001
L1020,2026-08-01,1186.3400000000001
L1020,2026-09-01,1186.3400000000001
L1020,2026-10-01,1186.3400000000001
L1020,2026-11-01,1186.34
L1020,2026-12-01,1186.34
L1021,2024-09-01,757.0999999999985
L1021,2024-10-01,757.0999999999985
L1021,2024-11-01,757.0999999999985
L1021,2024-12-01,757.0999999999985
L1021,2025-01-01,757.0999999999985
L1021,2025-02-01,757.1000000000004
L1021,2025-03-01,757.1000000000004
L1021,2025-04-01,757.1000000000004
L1021,2025-05-01,757.1000000000004
L1021,2025-06-01,757.1000000000004
L1021,2025-07-01,757.1000000000004
L1021,2025-08-01,757.1000000000004
L1021,2025-09-01,757.1000000000004
L1021,2025-10-01,757.1000000000004
L1021,2025-11-01,757.1000000000004
L1021,2025-12-01,757.1000000000004
L1021,2026-01-01,757.1000000000004
L1021,2026-02-01,757.1000000000004
L1021,2026-03-01,757.1000000000004
L1021,2026-04-01,757.1000000000004
L1021,2026-05-01,757.1000000000004
L1021,2026-06-01,757.0999999999999
L1021,2026-07-01,757.0999999999999
L1021,2026-08-01,757.0999999999999
L1021,2026-09-01,757.0999999999999
L1021,2026-10-01,757.1
L1021,2026-11-01,757.1
L1022,2025-01-01,1353.3100000000013
L1022,2025-02-01,1353.3100000000013
L1022,2025-03-01,1353.3100000000013
L1022,2025-04-01,1353.3100000000013
L1022,2025-05-01,1353.3100000000013
L1022,2025-08-01,1353.3100000000013
L1022,2025-12-01,1353.3100000000013
L1022,2026-01-01,1353.3100000000013
L1022,2026-02-01,1353.3100000000013
L1022,2026-03-01,1353.3100000000013
L1022,2026-04-01,1353.3100000000013
L1022,2026-05-01,1353.3099999999995
L1022,2026-06-01,1353.3099999999995
L1022,2026-07-01,1353.3099999999995
L1022,2026-08-01,1353.3099999999995
L1022,2026-09-01,1353.3099999999995
L1022,2026-10-01,1353.3099999999995
L1022,2026-11-01,1353.3099999999995
L1022,2026-12-01,1353.3099999999995
L1022,2027-01-01,1353.3099999999995
L1022,2027-02-01,1353.31
L1022,2027-03-01,1353.31
L1022,2027-04-01,1353.31
L1022,2027-05-01,1353.31
L1023,2025-01-01,1119.8199999999997
L1023,2025-02-01,1119.8199999999997
L1023,2025-03-01,1119.8199999999997
L1023,2025-04-01,1119.8199999999997
L1023,2025-05-01,1119.8199999999997
L1023,2025-06-01,1119.8199999999997
L1023,2025-07-01,1119.8199999999997
L1023,2025-08-01,1119.8199999999997
L1023,2025-09-01,1119.8199999999997
L1023,2025-10-01,1119.8199999999997
L1023,2025-11-01,1119.8199999999997
L1023,2025-12-01,1119.8199999999997
L1023,2026-01-01,1119.8199999999997
L1023,2026-02-01,1119.8199999999997
L1023,2026-03-01,1119.8199999999997
L1023,2026-04-01,1119.8199999999997
L1023,2026-05-01,1119.8199999999997
L1023,2026-06-01,1119.8199999999997
L1023,2026-07-01,1119.8199999999997
L1023,2026-08-01,1119.8199999999997
L1023,2026-09-01,1119.8199999999997
L1023,2026-10-01,1119.8199999999997
L1023,2026-11-01,1119.8199999999997
L1023,2026-12-01,1119.8199999999997
L1023,2027-01-01,1119.8199999999997
L1023,2027-02-01,1119.8199999999997
L1023,2027-03-01,1119.8199999999997
L1023,2027-04-01,1119.8199999999997
L1023,2027-05-01,1119.8199999999997
L1023,2027-06-01,1119.82
L1023,2027-07-01,1119.82
L1023,2027-08-01,1119.82
L1024,2024-05-01,1040.9399999999987
L1024,2024-06-01,1040.9399999999987
L1024,2024-07-01,1040.9399999999987
L1024,2024-08-01,1040.9399999999987
L1024,2024-09-01,1040.9399999999987
L1024,2024-10-01,1040.9399999999987
L1024,2024-11-01,1040.9399999999987
L1024,2024-12-01,1040.9399999999987
L1024,2025-01-01,1040.9399999999987
L1024,2025-02-01,1040.9399999999987
L1024,2025-03-01,1040.9399999999987
L1024,2025-04-01,1040.9399999999987
L1024,2025-05-01,1040.9400000000005
L1024,2025-06-01,1040.9400000000005
L1024,2025-07-01,1040.9400000000005
L1024,2025-08-01,1040.9400000000005
L1024,2025-09-01,1040.9400000000005
L1024,2025-10-01,1040.9400000000005
L1024,2025-11-01,1040.9400000000005
L1024,2025-12-01,1040.9400000000005
L1024,2026-01-01,1040.9400000000005
L1024,2026-02-01,1040.9400000000005
L1024,2026-03-01,1040.9400000000005
L1024,2026-04-01,1040.9400000000005
L1024,2026-05-01,1040.94
L1024,2026-06-01,1040.94
L1024,2026-07-01,1040.94
L1024,2026-08-01,1040.94
L1024,2026-09-01,1040.94
L1025,2024-01-01,84.68000000000006
L1025,2024-02-01,84.68000000000006
L1025,2024-03-01,84.68000000000006
L1025,2024-04-01,84.68000000000006
L1025,2024-05-01,84.68000000000006
L1025,2024-06-01,84.68000000000006
L1025,2024-07-01,84.68000000000006
L1025,2024-08-01,84.68000000000006
L1025,2024-11-01,84.68000000000006
L1025,2024-12-01,84.68000000000006
L1025,2025-01-01,84.68000000000006
L1025,2025-02-01,84.68000000000006
L1025,2025-03-01,84.68000000000006
L1025,2025-04-01,84.68000000000006
L1025,2025-05-01,84.68000000000006
L1025,2025-06-01,84.68000000000006
L1025,2025-07-01,84.68
L1025,2025-08-01,84.68
L1025,2025-09-01,84.68
L1025,2025-10-01,84.68
L1025,2025-11-01,84.68
L1025,2025-12-01,84.68
L1025,2026-01-01,84.68
L1026,2024-12-01,108.86999999999989
L1026,2025-01-01,108.86999999999989
L1026,2025-02-01,108.86999999999989
L1026,2025-03-01,108.86999999999989
L1026,2025-04-01,108.86999999999989
L1026,2025-05-01,108.86999999999989
L1026,2025-06-01,108.86999999999989
L1026,2025-07-01,108.86999999999989
L1026,2025-08-01,108.86999999999989
L1026,2025-09-01,108.86999999999989
L1026,2025-10-01,108.86999999999989
L1026,2025-11-01,108.86999999999989
L1026,2025-12-01,108.86999999999989
L1026,2026-01-01,108.86999999999989
L1026,2026-02-01,108.86999999999989
L1026,2026-03-01,108.86999999999989
L1026,2026-04-01,108.86999999999989
L1026,2026-05-01,108.86999999999989
L1026,2026-06-01,108.86999999999989
L1026,2026-07-01,108.86999999999989
L1026,2026-08-01,108.86999999999989
L1026,2026-09-01,108.87
L1026,2026-10-01,108.87
L1026,2026-11-01,108.87
L1026,2026-12-01,108.87
L1026,2027-01-01,108.87
L1026,2027-02-01,108.87
L1026,2027-03-01,108.87
L1026,2027-04-01,108.87
