loan_id,month,rung,balance,status
L1002,2025-09-01,0,4261.539999999994,current
L1002,2025-10-01,0,3841.6099999999938,current
L1002,2025-11-01,0,3421.679999999994,current
L1002,2025-12-01,0,3001.749999999994,current
L1002,2026-01-01,0,2581.8199999999943,current
L1002,2026-02-01,0,2161.8899999999944,current
L1002,2026-03-01,0,1741.9599999999944,current
L1002,2026-04-01,0,1322.0299999999943,current
L1002,2026-05-01,0,902.0999999999942,current
L1002,2026-06-01,0,482.1699999999942,current
L1002,2026-07-01,0,62.23999999999421,current
L1002,2026-08-01,0,-357.6900000000058,current
L1003,2024-10-01,0,19800.35,current
L1003,2024-11-01,0,19100.699999999997,current
L1003,2024-12-01,0,18401.049999999996,current
L1003,2025-01-01,0,17701.399999999994,current
L1003,2025-02-01,0,17001.749999999993,current
L1003,2025-03-01,0,16302.099999999993,current
L1003,2025-04-01,0,15602.449999999993,current
L1003,2025-05-01,0,14902.799999999994,current
L1003,2025-06-01,0,14203.149999999994,current
L1003,2025-07-01,0,13503.499999999995,current
L1003,2025-08-01,0,12803.849999999995,current
L1003,2025-09-01,0,12104.199999999995,current
L1003,2025-10-01,0,11404.549999999996,current
L1003,2025-11-01,0,10704.899999999996,current
L1003,2025-12-01,0,10005.249999999996,current
L1003,2026-01-01,0,9305.599999999997,current
L1003,2026-02-01,0,8605.949999999997,current
L1003,2026-03-01,0,7906.299999999997,current
L1003,2026-04-01,0,7206.649999999998,current
L1003,2026-05-01,0,6506.999999999998,current
L1003,2026-06-01,0,5807.3499999999985,current
L1003,2026-07-01,0,5107.699999999999,current
L1003,2026-08-01,0,4408.049999999999,current
L1003,2026-09-01,0,3708.399999999999,current
L1003,2026-10-01,0,3008.749999999999,current
L1003,2026-11-01,0,2309.099999999999,current
L1003,2026-12-01,0,1609.449999999999,current
L1003,2027-01-01,0,909.7999999999989,current
L1003,2027-02-01,0,210.14999999999895,current
L1003,2027-03-01,0,-489.500000000001,current
L1004,2024-02-01,0,25638.69,current
L1004,2024-03-01,0,24777.379999999997,current
L1004,2024-04-01,0,23916.069999999996,current
L1004,2024-05-01,0,23054.759999999995,current
L1004,2024-06-01,0,22193.449999999993,current
L1004,2024-07-01,0,21332.139999999992,current
L1004,2024-08-01,0,20470.82999999999,current
L1004,2024-09-01,0,19609.51999999999,current
L1004,2024-10-01,0,18748.20999999999,current
L1004,2024-11-01,0,17886.899999999987,current
L1004,2024-12-01,0,17025.589999999986,current
L1004,2025-01-01,0,16164.279999999986,current
L1004,2025-02-01,0,15302.969999999987,current
L1004,2025-03-01,0,14441.659999999987,current
L1004,2025-04-01,0,13580.349999999988,current
L1004,2025-05-01,0,12719.039999999988,current
L1004,2025-06-01,0,11857.729999999989,current
L1004,2025-07-01,0,10996.41999999999,current
L1004,2025-08-01,0,10135.10999999999,current
L1004,2025-09-01,0,9273.79999999999,current
L1004,2025-10-01,0,8412.48999999999,current
L1004,2025-11-01,0,7551.179999999991,current
L1004,2025-12-01,0,6689.869999999992,current
L1004,2026-01-01,0,5828.559999999992,current
L1004,2026-02-01,0,4967.249999999993,current
L1004,2026-03-01,0,4105.939999999993,current
L1004,2026-04-01,0,3244.6299999999933,current
L1004,2026-05-01,0,2383.3199999999933,current
L1004,2026-06-01,0,1522.0099999999934,current
L1004,2026-07-01,0,660.6999999999935,current
L1004,2026-08-01,0,-200.6100000000065,current
L1005,2024-08-01,0,7751.15,current
L1005,2024-09-01,0,7502.299999999999,current
L1005,2024-10-01,0,7253.449999999999,current
L1005,2024-11-01,0,7004.5999999999985,current
L1005,2024-12-01,0,6755.749999999998,current
L1005,2025-01-01,0,6506.899999999998,current
L1005,2025-02-01,0,6258.049999999997,current
L1005,2025-03-01,0,6009.199999999997,current
L1005,2025-04-01,0,5760.349999999997,current
L1005,2025-05-01,0,5511.499999999996,current
L1005,2025-06-01,0,5262.649999999996,current
L1005,2025-07-01,0,5013.799999999996,current
L1005,2025-08-01,0,4764.949999999995,current
L1005,2025-09-01,0,4516.099999999995,current
L1005,2025-10-01,0,4267.2499999999945,current
L1005,2025-11-01,0,4018.3999999999946,current
L1005,2025-12-01,0,3769.5499999999947,current
L1005,2026-01-01,0,3520.699999999995,current
L1005,2026-02-01,0,3271.849999999995,current
L1005,2026-03-01,0,3022.999999999995,current
L1005,2026-04-01,0,2774.149999999995,current
L1005,2026-05-01,0,2525.299999999995,current
L1005,2026-06-01,0,2276.4499999999953,current
L1005,2026-07-01,0,2027.5999999999954,current
L1005,2026-08-01,0,1778.7499999999955,current
L1005,2026-09-01,0,1529.8999999999955,current
L1005,2026-10-01,0,1281.0499999999956,current
L1005,2026-11-01,0,1032.1999999999957,current
L1005,2026-12-01,0,783.3499999999957,current
L1005,2027-01-01,0,534.4999999999957,current
L1005,2027-02-01,0,285.64999999999566,current
L1005,2027-03-01,0,36.79999999999566,current
L1005,2027-04-01,0,-212.05000000000433,current
L1006,2023-04-01,0,23737.9,current
L1006,2023-05-01,0,22975.800000000003,current
L1006,2023-06-01,0,22213.700000000004,current
L1006,2023-07-01,0,21451.600000000006,current
L1006,2023-08-01,0,20689.500000000007,current
L1006,2023-09-01,0,19927.40000000001,current
L1006,2023-10-01,0,19165.30000000001,current
L1006,2023-11-01,0,18403.20000000001,current
L1006,2023-12-01,0,17641.100000000013,current
L1006,2024-01-01,0,16879.000000000015,current
L1006,2024-02-01,0,16116.900000000014,current
L1006,2024-03-01,0,15354.800000000014,current
L1006,2024-04-01,0,14592.700000000013,current
L1006,2024-05-01,0,13830.600000000013,current
L1006,2024-06-01,0,13068.500000000013,current
L1006,2024-07-01,0,12306.400000000012,current
L1006,2024-08-01,0,11544.300000000012,current
L1006,2024-09-01,0,10782.200000000012,current
L1006,2024-10-01,0,10020.100000000011,current
L1006,2024-11-01,0,9258.000000000011,current
L1006,2024-12-01,0,8495.90000000001,current
L1006,2025-01-01,0,7733.80000000001,current
L1006,2025-02-01,0,6971.70000000001,current
L1006,2025-03-01,0,6209.6000000000095,current
L1006,2025-04-01,0,5447.500000000009,current
L1006,2025-05-01,0,4685.400000000009,current
L1006,2025-06-01,0,3923.300000000009,current
L1006,2025-07-01,0,3161.200000000009,current
L1006,2025-08-01,0,2399.100000000009,current
L1006,2025-09-01,0,1637.000000000009,current
L1006,2025-10-01,0,874.9000000000091,current
L1006,2025-11-01,0,112.80000000000905,current
L1006,2025-12-01,0,-649.299999999991,current
L1007,2024-02-01,0,31738.01,current
L1007,2024-03-01,0,30476.019999999997,current
L1007,2024-04-01,0,29214.029999999995,current
L1007,2024-05-01,0,27952.039999999994,current
L1007,2024-06-01,1,27952.039999999994,30 days late
L1007,2024-07-01,0,27952.039999999994,current
L1007,2024-08-01,0,26690.049999999992,current
L1007,2024-09-01,0,25428.05999999999,current
L1007,2024-10-01,0,24166.06999999999,current
L1007,2024-11-01,0,22904.079999999987,current
L1007,2024-12-01,0,21642.089999999986,current
L1007,2025-01-01,0,20380.099999999984,current
L1007,2025-02-01,0,19118.109999999982,current
L1007,2025-03-01,0,17856.11999999998,current
L1007,2025-04-01,0,16594.12999999998,current
L1007,2025-05-01,0,15332.13999999998,current
L1007,2025-06-01,0,14070.14999999998,current
L1007,2025-07-01,0,12808.15999999998,current
L1007,2025-08-01,0,11546.16999999998,current
L1007,2025-09-01,0,10284.17999999998,current
L1007,2025-10-01,0,9022.18999999998,current
L1007,2025-11-01,0,7760.199999999981,current
L1007,2025-12-01,0,6498.209999999981,current
L1007,2026-01-01,0,5236.219999999981,current
L1007,2026-02-01,0,3974.2299999999814,current
L1007,2026-03-01,0,2712.2399999999816,current
L1007,2026-04-01,0,1450.2499999999816,current
L1007,2026-05-01,0,188.25999999998157,current
L1007,2026-06-01,0,-1073.7300000000184,current
L1008,2024-08-01,0,6251.43,current
L1008,2024-09-01,0,6002.860000000001,current
L1008,2024-10-01,0,5754.290000000001,current
L1008,2024-11-01,0,5505.720000000001,current
L1008,2024-12-01,0,5257.1500000000015,current
L1008,2025-01-01,0,5008.580000000002,current
L1008,2025-02-01,0,4760.010000000002,current
L1008,2025-03-01,0,4511.440000000002,current
L1008,2025-04-01,0,4262.870000000003,current
L1008,2025-05-01,0,4014.3000000000025,current
L1008,2025-06-01,0,3765.7300000000023,current
L1008,2025-07-01,0,3517.160000000002,current
L1008,2025-08-01,0,3268.590000000002,current
L1008,2025-09-01,0,3020.020000000002,current
L1008,2025-10-01,0,2771.4500000000016,current
L1008,2025-11-01,0,2522.8800000000015,current
L1008,2025-12-01,0,2274.3100000000013,current
L1008,2026-01-01,0,2025.7400000000014,current
L1008,2026-02-01,0,1777.1700000000014,current
L1008,2026-03-01,0,1528.6000000000015,current
L1008,2026-04-01,0,1280.0300000000016,current
L1008,2026-05-01,0,1031.4600000000016,current
L1008,2026-06-01,0,782.8900000000017,current
L1008,2026-07-01,0,534.3200000000018,current
L1008,2026-08-01,0,285.75000000000176,current
L1008,2026-09-01,0,37.18000000000177,current
L1008,2026-10-01,0,-211.38999999999822,current
L1009,2024-05-01,0,28250.91,current
L1009,2024-06-01,0,27001.82,current
L1009,2024-07-01,0,25752.73,current
L1009,2024-08-01,0,24503.64,current
L1009,2024-09-01,0,23254.55,current
L1009,2024-10-01,0,22005.46,current
L1009,2024-11-01,0,20756.37,current
L1009,2024-12-01,0,19507.28,current
L1009,2025-01-01,0,18258.19,current
L1009,2025-02-01,0,17009.1,current
L1009,2025-03-01,0,15760.009999999998,current
L1009,2025-04-01,0,14510.919999999998,current
L1009,2025-05-01,0,13261.829999999998,current
L1009,2025-06-01,0,12012.739999999998,current
L1009,2025-07-01,0,10763.649999999998,current
L1009,2025-08-01,0,9514.559999999998,current
L1009,2025-09-01,0,8265.469999999998,current
L1009,2025-10-01,0,7016.379999999997,current
L1009,2025-11-01,0,5767.289999999997,current
L1009,2025-12-01,0,4518.199999999997,current
L1009,2026-01-01,0,3269.109999999997,current
L1009,2026-02-01,0,2020.019999999997,current
L1009,2026-03-01,0,770.9299999999971,current
L1009,2026-04-01,0,-478.1600000000028,current
L1010,2023-04-01,0,13080.07,current
L1010,2023-05-01,0,12660.14,current
L1010,2023-06-01,0,12240.21,current
L1010,2023-07-01,0,11820.279999999999,current
L1010,2023-08-01,0,11400.349999999999,current
L1010,2023-09-01,0,10980.419999999998,current
L1010,2023-10-01,0,10560.489999999998,current
L1010,2023-11-01,0,10140.559999999998,current
L1010,2023-12-01,0,9720.629999999997,current
L1010,2024-01-01,0,9300.699999999997,current
L1010,2024-02-01,0,8880.769999999997,current
L1010,2024-03-01,0,8460.839999999997,current
L1010,2024-04-01,0,8040.909999999996,current
L1010,2024-05-01,0,7620.979999999996,current
L1010,2024-06-01,0,7201.049999999996,current
L1010,2024-07-01,0,6781.119999999995,current
L1010,2024-08-01,0,6361.189999999995,current
L1010,2024-09-01,0,5941.259999999995,current
L1010,2024-10-01,0,5521.3299999999945,current
L1010,2024-11-01,0,5101.399999999994,current
L1010,2024-12-01,0,4681.469999999994,current
L1010,2025-01-01,0,4261.539999999994,current
L1010,2025-02-01,0,3841.6099999999938,current
L1010,2025-03-01,0,3421.679999999994,current
L1010,2025-04-01,0,3001.749999999994,current
L1010,2025-05-01,0,2581.8199999999943,current
L1010,2025-06-01,0,2161.8899999999944,current
L1010,2025-07-01,0,1741.9599999999944,current
L1010,2025-08-01,0,1322.0299999999943,current
L1010,2025-09-01,0,902.0999999999942,current
L1010,2025-10-01,0,482.1699999999942,current
L1010,2025-11-01,0,62.23999999999421,current
L1010,2025-12-01,0,-357.6900000000058,current
L1011,2024-03-01,0,9688.94,current
L1011,2024-04-01,0,9377.880000000001,current
L1011,2024-05-01,0,9066.820000000002,current
L1011,2024-06-01,0,8755.760000000002,current
L1011,2024-07-01,0,8444.700000000003,current
L1011,2024-08-01,0,8133.640000000002,current
L1011,2024-09-01,0,7822.580000000002,current
L1011,2024-10-01,0,7511.520000000001,current
L1011,2024-11-01,0,7200.460000000001,current
L1011,2024-12-01,0,6889.400000000001,current
L1011,2025-01-01,0,6578.34,current
L1011,2025-02-01,0,6267.28,current
L1011,2025-03-01,0,5956.219999999999,current
L1011,2025-04-01,0,5645.159999999999,current
L1011,2025-05-01,0,5334.0999999999985,current
L1011,2025-06-01,0,5023.039999999998,current
L1011,2025-07-01,0,4711.979999999998,current
L1011,2025-08-01,0,4400.919999999997,current
L1011,2025-09-01,0,4089.8599999999974,current
L1011,2025-10-01,0,3778.7999999999975,current
L1011,2025-11-01,0,3467.7399999999975,current
L1011,2025-12-01,0,3156.6799999999976,current
L1011,2026-01-01,0,2845.6199999999976,current
L1011,2026-02-01,0,2534.5599999999977,current
L1011,2026-03-01,0,2223.4999999999977,current
L1011,2026-04-01,0,1912.4399999999978,current
L1011,2026-05-01,0,1601.3799999999978,current
L1011,2026-06-01,0,1290.319999999998,current
L1011,2026-07-01,0,979.259999999998,current
L1011,2026-08-01,0,668.199999999998,current
L1011,2026-09-01,0,357.139999999998,current
L1011,2026-10-01,0,46.079999999997995,current
L1011,2026-11-01,0,-264.980000000002,current
L1012,2024-04-01,0,3358.61,current
L1012,2024-05-01,0,3217.2200000000003,current
L1012,2024-06-01,0,3075.8300000000004,current
L1012,2024-07-01,0,2934.4400000000005,current
L1012,2024-08-01,0,2793.0500000000006,current
L1012,2024-09-01,0,2651.6600000000008,current
L1012,2024-10-01,0,2510.270000000001,current
L1012,2024-11-01,0,2368.880000000001,current
L1012,2024-12-01,0,2227.490000000001,current
L1012,2025-01-01,0,2086.1000000000013,current
L1012,2025-02-01,0,1944.7100000000014,current
L1012,2025-03-01,0,1803.3200000000015,current
L1012,2025-04-01,0,1661.9300000000017,current
L1012,2025-05-01,0,1520.5400000000018,current
L1012,2025-06-01,0,1379.150000000002,current
L1012,2025-07-01,0,1237.760000000002,current
L1012,2025-08-01,0,1096.3700000000022,current
L1012,2025-09-01,0,954.9800000000022,current
L1012,2025-10-01,0,813.5900000000022,current
L1012,2025-11-01,0,672.2000000000022,current
L1012,2025-12-01,0,530.8100000000022,current
L1012,2026-01-01,0,389.42000000000223,current
L1012,2026-02-01,0,248.03000000000225,current
L1012,2026-03-01,0,106.64000000000226,current
L1012,2026-04-01,0,-34.749999999997726,current
L1013,2023-07-01,0,13080.07,current
L1013,2023-08-01,0,12660.14,current
L1013,2023-09-01,0,12240.21,current
L1013,2023-10-01,0,11820.279999999999,current
L1013,2023-11-01,0,11400.349999999999,current
L1013,2023-12-01,0,10980.419999999998,current
L1013,2024-01-01,0,10560.489999999998,current
L1013,2024-02-01,0,10140.559999999998,current
L1013,2024-03-01,0,9720.629999999997,current
L1013,2024-04-01,0,9300.699999999997,current
L1013,2024-05-01,0,8880.769999999997,current
L1013,2024-06-01,0,8460.839999999997,current
L1013,2024-07-01,0,8040.909999999996,current
L1013,2024-08-01,0,7620.979999999996,current
L1013,2024-09-01,0,7201.049999999996,current
L1013,2024-10-01,0,6781.119999999995,current
L1013,2024-11-01,0,6361.189999999995,current
L1013,2024-12-01,0,5941.259999999995,current
L1013,2025-01-01,0,5521.3299999999945,current
L1013,2025-02-01,0,5101.399999999994,current
L1013,2025-03-01,0,4681.469999999994,current
L1013,2025-04-01,0,4261.539999999994,current
L1013,2025-05-01,0,3841.6099999999938,current
L1013,2025-06-01,0,3421.679999999994,current
L1013,2025-07-01,0,3001.749999999994,current
L1013,2025-08-01,0,2581.8199999999943,current
L1013,2025-09-01,0,2161.8899999999944,current
L1013,2025-10-01,0,1741.9599999999944,current
L1013,2025-11-01,0,1322.0299999999943,current
L1013,2025-12-01,0,902.0999999999942,current
L1013,2026-01-01,0,482.1699999999942,current
L1013,2026-02-01,0,62.23999999999421,current
L1013,2026-03-01,0,-357.6900000000058,current
L1014,2024-01-01,0,2418.74,current
L1014,2024-02-01,0,2337.4799999999996,current
L1014,2024-03-01,0,2256.2199999999993,current
L1014,2024-04-01,0,2174.959999999999,current
L1014,2024-05-01,0,2093.699999999999,current
L1014,2024-06-01,0,2012.439999999999,current
L1014,2024-07-01,0,1931.179999999999,current
L1014,2024-08-01,0,1849.919999999999,current
L1014,2024-09-01,0,1768.659999999999,current
L1014,2024-10-01,0,1687.399999999999,current
L1014,2024-11-01,0,1606.139999999999,current
L1014,2024-12-01,0,1524.879999999999,current
L1014,2025-01-01,0,1443.619999999999,current
L1014,2025-02-01,0,1362.359999999999,current
L1014,2025-03-01,0,1281.099999999999,current
L1014,2025-04-01,0,1199.839999999999,current
L1014,2025-05-01,0,1118.579999999999,current
L1014,2025-06-01,0,1037.319999999999,current
L1014,2025-07-01,0,956.059999999999,current
L1014,2025-08-01,0,874.799999999999,current
L1014,2025-09-01,0,793.539999999999,current
L1014,2025-10-01,0,712.2799999999991,current
L1014,2025-11-01,0,631.0199999999991,current
L1014,2025-12-01,0,549.7599999999991,current
L1014,2026-01-01,0,468.4999999999991,current
L1014,2026-02-01,0,387.2399999999991,current
L1014,2026-03-01,0,305.9799999999991,current
L1014,2026-04-01,0,224.71999999999912,current
L1014,2026-05-01,0,143.45999999999913,current
L1014,2026-06-01,0,62.19999999999912,current
L1014,2026-07-01,0,-19.060000000000883,current
L1015,2023-09-01,0,38699.9,current
L1015,2023-10-01,0,37399.8,current
L1015,2023-11-01,0,36099.700000000004,current
L1015,2023-12-01,0,34799.600000000006,current
L1015,2024-01-01,0,33499.50000000001,current
L1015,2024-02-01,0,32199.40000000001,current
L1015,2024-03-01,0,30899.30000000001,current
L1015,2024-04-01,0,29599.20000000001,current
L1015,2024-05-01,0,28299.100000000013,current
L1015,2024-06-01,0,26999.000000000015,current
L1015,2024-07-01,0,25698.900000000016,current
L1015,2024-08-01,0,24398.800000000017,current
L1015,2024-09-01,0,23098.70000000002,current
L1015,2024-10-01,0,21798.60000000002,current
L1015,2024-11-01,0,20498.500000000022,current
L1015,2024-12-01,0,19198.400000000023,current
L1015,2025-01-01,0,17898.300000000025,current
L1015,2025-02-01,0,16598.200000000026,current
L1015,2025-03-01,0,15298.100000000026,current
L1015,2025-04-01,0,13998.000000000025,current
L1015,2025-05-01,0,12697.900000000025,current
L1015,2025-06-01,0,11397.800000000025,current
L1015,2025-07-01,0,10097.700000000024,current
L1015,2025-08-01,0,8797.600000000024,current
L1015,2025-09-01,0,7497.500000000024,current
L1015,2025-10-01,0,6197.400000000023,current
L1015,2025-11-01,0,4897.300000000023,current
L1015,2025-12-01,0,3597.200000000023,current
L1015,2026-01-01,0,2297.100000000023,current
L1015,2026-02-01,0,997.0000000000232,current
L1015,2026-03-01,0,-303.0999999999767,current
L1016,2024-02-01,0,15963.71,current
L1016,2024-03-01,0,15427.419999999998,current
L1016,2024-04-01,0,14891.129999999997,current
L1016,2024-05-01,0,14354.839999999997,current
L1016,2024-06-01,0,13818.549999999996,current
L1016,2024-07-01,0,13282.259999999995,current
L1016,2024-08-01,0,12745.969999999994,current
L1016,2024-09-01,0,12209.679999999993,current
L1016,2024-10-01,0,11673.389999999992,current
L1016,2024-11-01,0,11137.099999999991,current
L1016,2024-12-01,0,10600.80999999999,current
L1016,2025-01-01,0,10064.51999999999,current
L1016,2025-02-01,0,9528.229999999989,current
L1016,2025-03-01,0,8991.939999999988,current
L1016,2025-04-01,0,8455.649999999987,current
L1016,2025-05-01,0,7919.359999999987,current
L1016,2025-06-01,0,7383.069999999987,current
L1016,2025-07-01,0,6846.779999999987,current
L1016,2025-08-01,0,6310.489999999987,current
L1016,2025-09-01,0,5774.199999999987,current
L1016,2025-10-01,0,5237.909999999987,current
L1016,2025-11-01,0,4701.619999999987,current
L1016,2025-12-01,0,4165.329999999987,current
L1016,2026-01-01,0,3629.0399999999872,current
L1016,2026-02-01,0,3092.7499999999873,current
L1016,2026-03-01,0,2556.4599999999873,current
L1016,2026-04-01,0,2020.1699999999873,current
L1016,2026-05-01,0,1483.8799999999874,current
L1016,2026-06-01,0,947.5899999999874,current
L1016,2026-07-01,0,411.29999999998745,current
L1016,2026-08-01,0,-124.99000000001251,current
L1017,2023-03-01,0,31927.42,current
L1017,2023-04-01,0,30854.839999999997,current
L1017,2023-05-01,0,29782.259999999995,current
L1017,2023-06-01,0,28709.679999999993,current
L1017,2023-07-01,0,27637.09999999999,current
L1017,2023-08-01,0,26564.51999999999,current
L1017,2023-09-01,0,25491.939999999988,current
L1017,2023-10-01,0,24419.359999999986,current
L1017,2023-11-01,0,23346.779999999984,current
L1017,2023-12-01,1,23346.779999999984,30 days late
L1017,2024-01-01,0,23346.779999999984,current
L1017,2024-02-01,0,22274.199999999983,current
L1017,2024-03-01,0,21201.61999999998,current
L1017,2024-04-01,0,20129.03999999998,current
L1017,2024-05-01,0,19056.459999999977,current
L1017,2024-06-01,0,17983.879999999976,current
L1017,2024-07-01,0,16911.299999999974,current
L1017,2024-08-01,0,15838.719999999974,current
L1017,2024-09-01,0,14766.139999999974,current
L1017,2024-10-01,0,13693.559999999974,current
L1017,2024-11-01,0,12620.979999999974,current
L1017,2024-12-01,0,11548.399999999974,current
L1017,2025-01-01,0,10475.819999999974,current
L1017,2025-02-01,0,9403.239999999974,current
L1017,2025-03-01,0,8330.659999999974,current
L1017,2025-04-01,0,7258.0799999999745,current
L1017,2025-05-01,0,6185.4999999999745,current
L1017,2025-06-01,0,5112.919999999975,current
L1017,2025-07-01,0,4040.3399999999747,current
L1017,2025-08-01,0,2967.7599999999748,current
L1017,2025-09-01,0,1895.1799999999748,current
L1017,2025-10-01,0,822.5999999999749,current
L1017,2025-11-01,0,-249.98000000002503,current
L1018,2024-12-01,0,25675.69,current
L1018,2025-01-01,1,25675.69,30 days late
L1018,2025-02-01,2,25675.69,60 days late
L1018,2025-03-01,0,25675.69,current
L1018,2025-04-01,0,24851.379999999997,current
L1018,2025-05-01,0,24027.069999999996,current
L1018,2025-06-01,0,23202.759999999995,current
L1018,2025-07-01,0,22378.449999999993,current
L1018,2025-08-01,0,21554.139999999992,current
L1018,2025-09-01,0,20729.82999999999,current
L1018,2025-10-01,0,19905.51999999999,current
L1018,2025-11-01,0,19081.20999999999,current
L1018,2025-12-01,0,18256.899999999987,current
L1018,2026-01-01,0,17432.589999999986,current
L1018,2026-02-01,0,16608.279999999984,current
L1018,2026-03-01,0,15783.969999999985,current
L1018,2026-04-01,0,14959.659999999985,current
L1018,2026-05-01,0,14135.349999999986,current
L1018,2026-06-01,0,13311.039999999986,current
L1018,2026-07-01,0,12486.729999999987,current
L1018,2026-08-01,0,11662.419999999987,current
L1018,2026-09-01,0,10838.109999999988,current
L1018,2026-10-01,0,10013.799999999988,current
L1018,2026-11-01,0,9189.489999999989,current
L1018,2026-12-01,0,8365.17999999999,current
L1018,2027-01-01,0,7540.86999999999,current
L1018,2027-02-01,0,6716.55999999999,current
L1018,2027-03-01,0,5892.249999999991,current
L1018,2027-04-01,1,5892.249999999991,30 days late
L1018,2027-05-01,2,5892.249999999991,60 days late
L1018,2027-06-01,3,5892.249999999991,90 days late
L1018,2027-07-01,4,5892.249999999991,120 days late
L1018,2027-08-01,4,5892.249999999991,120 days late
L1019,2023-04-01,0,4837.49,current
L1019,2023-05-01,0,4674.98,current
L1019,2023-06-01,0,4512.469999999999,current
L1019,2023-07-01,0,4349.959999999999,current
L1019,2023-08-01,0,4187.449999999999,current
L1019,2023-09-01,0,4024.9399999999987,current
L1019,2023-10-01,0,3862.4299999999985,current
L1019,2023-11-01,0,3699.9199999999983,current
L1019,2023-12-01,0,3537.409999999998,current
L1019,2024-01-01,0,3374.899999999998,current
L1019,2024-02-01,0,3212.3899999999976,current
L1019,2024-03-01,0,3049.8799999999974,current
L1019,2024-04-01,0,2887.369999999997,current
L1019,2024-05-01,0,2724.859999999997,current
L1019,2024-06-01,0,2562.3499999999967,current
L1019,2024-07-01,0,2399.8399999999965,current
L1019,2024-08-01,0,2237.3299999999963,current
L1019,2024-09-01,0,2074.819999999996,current
L1019,2024-10-01,0,1912.309999999996,current
L1019,2024-11-01,0,1749.799999999996,current
L1019,2024-12-01,0,1587.289999999996,current
L1019,2025-01-01,0,1424.779999999996,current
L1019,2025-02-01,0,1262.2699999999961,current
L1019,2025-03-01,0,1099.7599999999961,current
L1019,2025-04-01,0,937.2499999999961,current
L1019,2025-05-01,0,774.7399999999961,current
L1019,2025-06-01,0,612.2299999999962,current
L1019,2025-07-01,0,449.71999999999616,current
L1019,2025-08-01,0,287.20999999999617,current
L1019,2025-09-01,0,124.69999999999618,current
L1019,2025-10-01,0,-37.81000000000381,current
L1020,2024-06-01,0,35313.66,current
L1020,2024-07-01,0,34127.32000000001,current
L1020,2024-08-01,0,32940.98000000001,current
L1020,2024-09-01,0,31754.64000000001,current
L1020,2024-10-01,0,30568.30000000001,current
L1020,2024-11-01,0,29381.96000000001,current
L1020,2024-12-01,0,28195.62000000001,current
L1020,2025-01-01,0,27009.28000000001,current
L1020,2025-02-01,0,25822.94000000001,current
L1020,2025-03-01,0,24636.60000000001,current
L1020,2025-04-01,0,23450.26000000001,current
L1020,2025-05-01,0,22263.92000000001,current
L1020,2025-06-01,0,21077.58000000001,current
L1020,2025-07-01,0,19891.24000000001,current
L1020,2025-08-01,0,18704.90000000001,current
L1020,2025-09-01,0,17518.56000000001,current
L1020,2025-10-01,0,16332.220000000008,current
L1020,2025-11-01,0,15145.880000000008,current
